"LP.","Data","Typ instrumentu","Nazwa","ISIN","Kurs otwarcia","Kurs maksymalny","Kurs minimalny","Kurs zamkniecia","Zmiana","Wolumen obrotu","Liczba transakcji","Wartosc obrotu w tys. zl","Liczba otwartych pozycji","Wartosc otwartych pozycji w mln zl","Cena nominalna obligacji","Waluta"
647,"2010-06-21",10,"ASSECOBS","PLABS0000018","8,73","9,08","8,34","9,08","0,89",2295,9,"40,11",0,0,0,
648,"2010-06-22",10,"ASSECOBS","PLABS0000018","9,03","9,15","8,75","9,15","0,77",5206,10,"93,28",0,0,0,
649,"2010-06-23",10,"ASSECOBS","PLABS0000018","9,1","9,14","8,76","9,07","-0,87",865,6,"15,55",0,0,0,
650,"2010-06-24",10,"ASSECOBS","PLABS0000018","8,77","8,89","8,77","8,89","-1,98",97,2,"1,72",0,0,0,
651,"2010-06-25",10,"ASSECOBS","PLABS0000018","8,94","8,94","8,94","8,94","0,56",3,1,"0,05",0,0,0,
652,"2010-06-28",10,"ASSECOBS","PLABS0000018","8,94","8,94","8,7","8,93","-0,11",1523,7,"26,82",0,0,0,
653,"2010-06-29",10,"ASSECOBS","PLABS0000018","8,92","8,92","8,85","8,85","-0,9",352,3,"6,28",0,0,0,
654,"2010-06-30",10,"ASSECOBS","PLABS0000018","8,56",9,"8,56",9,"1,69",2975,16,"52,72",0,0,0,
655,"2010-07-01",10,"ASSECOBS","PLABS0000018","8,88","8,88","8,88","8,88","-1,33",160,1,"2,84",0,0,0,
656,"2010-07-02",10,"ASSECOBS","PLABS0000018",9,"9,02","8,99",9,"1,35",4796,17,"86,34",0,0,0,
657,"2010-07-05",10,"ASSECOBS","PLABS0000018",9,9,9,9,0,5,1,"0,09",0,0,0,
658,"2010-07-06",10,"ASSECOBS","PLABS0000018","9,03","9,3","9,02","9,06","0,67",4153,14,"75,24",0,0,0,
659,"2010-07-07",10,"ASSECOBS","PLABS0000018","9,1","9,29","9,1","9,2","1,55",3413,17,"62,71",0,0,0,
660,"2010-07-08",10,"ASSECOBS","PLABS0000018","9,3","9,35","9,25","9,25","0,54",4842,25,"89,96",0,0,0,
661,"2010-07-09",10,"ASSECOBS","PLABS0000018","9,35","9,4","9,3","9,3","0,54",1502,10,"28,01",0,0,0,
662,"2010-07-12",10,"ASSECOBS","PLABS0000018","9,39","9,45","9,35","9,4","1,08",2999,17,"56,3",0,0,0,
663,"2010-07-13",10,"ASSECOBS","PLABS0000018","9,31","9,33",9,"9,33","-0,74",7601,20,"140,45",0,0,0,
664,"2010-07-14",10,"ASSECOBS","PLABS0000018","9,15","9,29",9,"9,29","-0,43",3081,8,"56,78",0,0,0,
665,"2010-07-15",10,"ASSECOBS","PLABS0000018",9,"9,22",9,"9,22","-0,75",4198,14,"76,42",0,0,0,
666,"2010-07-16",10,"ASSECOBS","PLABS0000018","9,21","9,29","9,2","9,21","-0,11",3552,9,"65,47",0,0,0,
667,"2010-07-19",10,"ASSECOBS","PLABS0000018","9,21","9,21","9,1","9,2","-0,11",7016,8,"129,08",0,0,0,
668,"2010-07-20",10,"ASSECOBS","PLABS0000018","9,32","9,32","9,2","9,2",0,4602,5,"84,79",0,0,0,
669,"2010-07-21",10,"ASSECOBS","PLABS0000018","9,3","9,3","9,2","9,2",0,4528,5,"83,41",0,0,0,
670,"2010-07-22",10,"ASSECOBS","PLABS0000018",0,0,0,"9,2",0,0,0,0,0,0,0,
671,"2010-07-23",10,"ASSECOBS","PLABS0000018","9,3","9,3","9,22","9,22","0,22",1514,7,"27,95",0,0,0,
672,"2010-07-26",10,"ASSECOBS","PLABS0000018","9,38","9,38","9,23","9,23","0,11",645,3,"11,99",0,0,0,
673,"2010-07-27",10,"ASSECOBS","PLABS0000018","9,24","9,24","9,23","9,23",0,3511,5,"64,81",0,0,0,
674,"2010-07-28",10,"ASSECOBS","PLABS0000018","9,3","9,3","9,23","9,24","0,11",2660,6,"49,14",0,0,0,
675,"2010-07-29",10,"ASSECOBS","PLABS0000018","9,25","9,25","9,25","9,25","0,11",2468,2,"45,66",0,0,0,
676,"2010-07-30",10,"ASSECOBS","PLABS0000018","9,21","9,34","9,21","9,34","0,97",3783,2,"69,71",0,0,0,
677,"2010-08-02",10,"ASSECOBS","PLABS0000018","9,2","9,5","9,2","9,5","1,71",4453,15,"83,69",0,0,0,
678,"2010-08-03",10,"ASSECOBS","PLABS0000018","9,5","9,5","9,4","9,4","-1,05",12038,9,"226,54",0,0,0,
679,"2010-08-04",10,"ASSECOBS","PLABS0000018","9,25","9,45","9,25","9,37","-0,32",1820,5,"34,15",0,0,0,
680,"2010-08-05",10,"ASSECOBS","PLABS0000018","9,38","9,38","9,37","9,37",0,2863,4,"53,69",0,0,0,
681,"2010-08-06",10,"ASSECOBS","PLABS0000018","9,4","9,42","9,4","9,4","0,32",2865,11,"53,91",0,0,0,
682,"2010-08-09",10,"ASSECOBS","PLABS0000018","9,4","9,4","9,38","9,38","-0,21",795,4,"14,92",0,0,0,
683,"2010-08-10",10,"ASSECOBS","PLABS0000018","9,38","9,38","9,38","9,38",0,2508,6,"47,05",0,0,0,
684,"2010-08-11",10,"ASSECOBS","PLABS0000018","9,38","9,38","9,38","9,38",0,14630,11,"274,46",0,0,0,
685,"2010-08-12",10,"ASSECOBS","PLABS0000018","9,26","9,26","9,26","9,26","-1,28",88,1,"1,63",0,0,0,
686,"2010-08-13",10,"ASSECOBS","PLABS0000018","9,4","9,48","9,31","9,48","2,38",3847,12,"72,7",0,0,0,
687,"2010-08-16",10,"ASSECOBS","PLABS0000018","9,49","9,54","9,49","9,54","0,63",1964,5,"37,34",0,0,0,
688,"2010-08-17",10,"ASSECOBS","PLABS0000018","9,5","9,5","9,5","9,5","-0,42",2097,7,"39,84",0,0,0,
689,"2010-08-18",10,"ASSECOBS","PLABS0000018","9,5","9,55","9,5","9,55","0,53",4492,13,"85,51",0,0,0,
690,"2010-08-19",10,"ASSECOBS","PLABS0000018","9,55","9,63","9,55","9,63","0,84",8254,17,"158,47",0,0,0,
691,"2010-08-20",10,"ASSECOBS","PLABS0000018","9,66","10,04","9,66","9,96","3,43",55324,67,"1096,39",0,0,0,
692,"2010-08-23",10,"ASSECOBS","PLABS0000018","9,96","9,96","9,96","9,96",0,2086,10,"41,55",0,0,0,
693,"2010-08-24",10,"ASSECOBS","PLABS0000018","9,9","9,97","9,71","9,96",0,1118,12,"22,05",0,0,0,
694,"2010-08-25",10,"ASSECOBS","PLABS0000018","9,95","9,95","9,71","9,8","-1,61",1516,4,"29,72",0,0,0,
695,"2010-08-26",10,"ASSECOBS","PLABS0000018","9,71","9,8","9,71","9,8",0,350,2,"6,82",0,0,0,
696,"2010-08-27",10,"ASSECOBS","PLABS0000018","9,82","9,89","9,82","9,89","0,92",618,3,"12,2",0,0,0,
697,"2010-08-30",10,"ASSECOBS","PLABS0000018","9,9",10,"9,9","9,99","1,01",6002,20,"119,83",0,0,0,
698,"2010-08-31",10,"ASSECOBS","PLABS0000018",10,10,"9,84",10,"0,1",5203,24,"103,13",0,0,0,
699,"2010-09-01",10,"ASSECOBS","PLABS0000018",10,10,"9,9","9,9",-1,2340,6,"46,39",0,0,0,
700,"2010-09-02",10,"ASSECOBS","PLABS0000018","9,99","10,03","9,9",10,"1,01",14680,16,"291,81",0,0,0,
701,"2010-09-03",10,"ASSECOBS","PLABS0000018","9,99","10,24","9,99","10,2",2,16149,33,"327,55",0,0,0,
702,"2010-09-06",10,"ASSECOBS","PLABS0000018","10,25","10,56","10,25","10,56","3,53",19707,42,"410,45",0,0,0,
703,"2010-09-07",10,"ASSECOBS","PLABS0000018","10,4","10,6","10,4","10,6","0,38",4804,19,"101,32",0,0,0,
704,"2010-09-08",10,"ASSECOBS","PLABS0000018","10,59","10,65","10,59","10,65","0,47",7556,21,"160,4",0,0,0,
705,"2010-09-09",10,"ASSECOBS","PLABS0000018","10,6","10,6","10,6","10,6","-0,47",115,3,"2,44",0,0,0,
706,"2010-09-10",10,"ASSECOBS","PLABS0000018","10,53","10,64","10,53","10,64","0,38",785,4,"16,67",0,0,0,
707,"2010-09-13",10,"ASSECOBS","PLABS0000018","10,63","10,63","10,51","10,53","-1,03",9606,6,"202,04",0,0,0,
708,"2010-09-14",10,"ASSECOBS","PLABS0000018","10,53","10,53","10,5","10,51","-0,19",3692,15,"77,64",0,0,0,
709,"2010-09-15",10,"ASSECOBS","PLABS0000018","10,51","10,56","10,5","10,56","0,48",4158,11,"87,72",0,0,0,
710,"2010-09-16",10,"ASSECOBS","PLABS0000018","10,41","10,51","10,41","10,41","-1,42",857,6,"17,97",0,0,0,
711,"2010-09-17",10,"ASSECOBS","PLABS0000018","10,45","10,54","10,45","10,54","1,25",2710,5,"56,93",0,0,0,
712,"2010-09-20",10,"ASSECOBS","PLABS0000018","10,54","10,56","10,41","10,56","0,19",1131,9,"23,75",0,0,0,
713,"2010-09-21",10,"ASSECOBS","PLABS0000018","10,6","10,8","10,41","10,8","2,27",8595,19,"183,5",0,0,0,
714,"2010-09-22",10,"ASSECOBS","PLABS0000018","10,8","10,8","10,41","10,41","-3,61",4240,10,"90,52",0,0,0,
715,"2010-09-23",10,"ASSECOBS","PLABS0000018","10,3","10,68","10,3","10,41",0,21676,21,"448,55",0,0,0,
716,"2010-09-24",10,"ASSECOBS","PLABS0000018","10,3","10,65","10,3","10,3","-1,06",1566,6,"32,52",0,0,0,
717,"2010-09-27",10,"ASSECOBS","PLABS0000018","10,48","10,6","10,45","10,6","2,91",1401,5,"29,67",0,0,0,
718,"2010-09-28",10,"ASSECOBS","PLABS0000018","10,67","10,67","10,67","10,67","0,66",8413,11,"179,53",0,0,0,
719,"2010-09-29",10,"ASSECOBS","PLABS0000018","10,68","10,68","10,68","10,68","0,09",2,1,"0,04",0,0,0,
